0,0,0
0,1,3
0,2,6
0,3,9
0,4,12
0,5,15
0,6,18
0,7,21
0,8,24
0,9,27
0,10,30
0,11,33
0,12,36
0,13,39
0,14,42
0,15,45
0,16,48
0,17,51
0,18,54
0,19,57
0,20,60
0,21,63
0,22,66
0,23,69
0,24,72
0,25,75
0,26,78
0,27,81
0,28,84
0,29,87
0,30,90
0,31,93
0,32,96
0,33,99
0,34,102
0,35,105
0,36,108
0,37,111
0,38,114
0,39,117
0,40,120
0,41,123
0,42,126
0,43,129
0,44,132
0,45,135
0,46,138
0,47,141
0,48,144
0,49,147
0,50,150
0,51,153
0,52,156
0,53,159
0,54,162
0,55,165
0,56,168
0,57,171
0,58,174
0,59,177
0,60,180
0,61,183
0,62,186
0,63,189
0,64,192
0,65,195
0,66,198
0,67,201
0,68,204
0,69,207
0,70,210
0,71,213
0,72,216
0,73,219
0,74,222
0,75,225
0,76,228
0,77,231
0,78,234
0,79,237
0,80,240
0,81,243
0,82,246
0,83,249
0,84,252
0,85,255
0,86,258
0,87,261
0,88,264
0,89,267
0,90,270
0,91,273
0,92,276
0,93,279
0,94,282
0,95,285
0,96,288
0,97,291
0,98,294
0,99,297
0,100,300
0,101,303
0,102,306
0,103,309
0,104,312
0,105,315
0,106,318
0,107,321
0,108,324
0,109,327
0,110,330
0,111,333
0,112,336
0,113,339
0,114,342
0,115,345
0,116,348
0,117,351
0,118,354
0,119,357
0,120,360
0,121,363
0,122,366
0,123,369
0,124,372
0,125,375
0,126,378
0,127,381
0,128,384
0,129,387
0,130,390
0,131,393
0,132,396
0,133,399
0,134,402
0,135,405
0,136,408
0,137,411
0,138,414
0,139,417
0,140,420
0,141,423
0,142,426
0,143,429
0,144,432
0,145,435
0,146,438
0,147,441
0,148,444
0,149,447
0,150,450
0,151,453
0,152,456
0,153,459
0,154,462
0,155,465
0,156,468
0,157,471
0,158,474
0,159,477
0,160,480
0,161,483
0,162,486
0,163,489
0,164,492
0,165,495
0,166,498
0,167,501
0,168,504
0,169,507
0,170,510
0,171,513
0,172,516
0,173,519
0,174,522
0,175,525
0,176,528
0,177,531
0,178,534
0,179,537
0,180,540
0,181,543
0,182,546
0,183,549
0,184,552
0,185,555
0,186,558
0,187,561
0,188,564
0,189,567
0,190,570
0,191,573
0,192,576
0,193,579
0,194,582
0,195,585
0,196,588
0,197,591
0,198,594
0,199,597
0,200,600
0,201,603
0,202,606
0,203,609
0,204,612
0,205,615
0,206,618
0,207,621
0,208,624
0,209,627
0,210,630
0,211,633
0,212,636
0,213,639
0,214,642
0,215,645
0,216,648
0,217,651
0,218,654
0,219,657
0,220,660
0,221,663
0,222,666
0,223,669
0,224,672
0,225,675
0,226,678
0,227,681
0,228,684
0,229,687
0,230,690
0,231,693
0,232,696
0,233,699
0,234,702
0,235,705
0,236,708
0,237,711
0,238,714
0,239,717
0,240,720
0,241,723
0,242,726
0,243,729
0,244,732
0,245,735
0,246,738
0,247,741
0,248,744
0,249,747
0,250,750
0,251,753
0,252,756
0,253,759
0,254,762
0,255,765
1,0,1
1,1,4
1,2,7
1,3,10
1,4,13
1,5,16
1,6,19
1,7,22
1,8,25
1,9,28
1,10,31
1,11,34
1,12,37
1,13,40
1,14,43
1,15,46
1,16,49
1,17,52
1,18,55
1,19,58
1,20,61
1,21,64
1,22,67
1,23,70
1,24,73
1,25,76
1,26,79
1,27,82
1,28,85
1,29,88
1,30,91
1,31,94
1,32,97
1,33,100
1,34,103
1,35,106
1,36,109
1,37,112
1,38,115
1,39,118
1,40,121
1,41,124
1,42,127
1,43,130
1,44,133
1,45,136
1,46,139
1,47,142
1,48,145
1,49,148
1,50,151
1,51,154
1,52,157
1,53,160
1,54,163
1,55,166
1,56,169
1,57,172
1,58,175
1,59,178
1,60,181
1,61,184
1,62,187
1,63,190
1,64,193
1,65,196
1,66,199
1,67,202
1,68,205
1,69,208
1,70,211
1,71,214
1,72,217
1,73,220
1,74,223
1,75,226
1,76,229
1,77,232
1,78,235
1,79,238
1,80,241
1,81,244
1,82,247
1,83,250
1,84,253
1,85,256
1,86,259
1,87,262
1,88,265
1,89,268
1,90,271
1,91,274
1,92,277
1,93,280
1,94,283
1,95,286
1,96,289
1,97,292
1,98,295
1,99,298
1,100,301
1,101,304
1,102,307
1,103,310
1,104,313
1,105,316
1,106,319
1,107,322
1,108,325
1,109,328
1,110,331
1,111,334
1,112,337
1,113,340
1,114,343
1,115,346
1,116,349
1,117,352
1,118,355
1,119,358
1,120,361
1,121,364
1,122,367
1,123,370
1,124,373
1,125,376
1,126,379
1,127,382
1,128,385
